Zm00001eb000650	Transducin/WD40 repeat-like superfamily protein/Transducin/WD40 repeat-like superfamily protein/E3 ubiquitin-protein ligase RFWD3/RING-type domain-containing protein/
Zm00001eb007940	DNA glycosylase superfamily protein/
Zm00001eb008030	Noc2p family/
Zm00001eb008040	Nucleolar complex protein 2/
Zm00001eb008090	Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific) (EC 2.5.1.87)/
Zm00001eb008180	Aminotransferase ALD1/
Zm00001eb008250	Cytochrome b561 and DOMON domain-containing protein/
Zm00001eb008270	Calcium-dependent lipid-binding (CaLB domain) family protein/
Zm00001eb008370	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13/
Zm00001eb008400	T-complex protein 1 subunit gamma/
Zm00001eb008480	AT-rich interactive domain-containing protein 2/
Zm00001eb008560	60S ribosomal protein L36a/
Zm00001eb008630	Replication protein A subunit/
Zm00001eb008700	Methionyl-tRNA synthetase (EC 6.1.1.10)/
Zm00001eb008990	RNI-like superfamily protein (Fragment)/
Zm00001eb009040	Uncharacterized protein/
Zm00001eb009070	Uncharacterized protein/
Zm00001eb009310	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)/
Zm00001eb009320	Wall-associated receptor kinase-like 14/
Zm00001eb009600	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)/
Zm00001eb009690	Fringe-related protein/
Zm00001eb009770	Uncharacterized protein/
Zm00001eb009800	Sodium/hydrogen exchanger 2/
Zm00001eb010200	Translocase of chloroplast (EC 3.6.5.-)/
Zm00001eb010210	RING-type E3 ubiquitin transferase (EC 2.3.2.27)/
Zm00001eb010560	Filament-like plant protein 4/
Zm00001eb010900	Phosphomevalonate kinase (EC 2.7.4.2)/
Zm00001eb010950	Ubiquitin-fold modifier-conjugating enzyme 1/
Zm00001eb011040	Putative E3 ubiquitin-protein ligase LOG2/
Zm00001eb011170	Uncharacterized protein/
Zm00001eb011230	COX assembly mitochondrial protein/
Zm00001eb011490	mRNA cap-binding protein/
Zm00001eb011720	Sulfoquinovosyl transferase SQD2/
Zm00001eb011800	SH3 domain-containing protein/
Zm00001eb011830	Ubiquitin thioesterase OTU1 (EC 3.4.19.12)/
Zm00001eb011860	Sphingosine kinase 1/
Zm00001eb011950	Uncharacterized protein/
Zm00001eb012060	Tropinone reductase/
Zm00001eb012080	AT-hook motif nuclear-localized protein/
Zm00001eb012120	Uncharacterized protein/
Zm00001eb012330	Uncharacterized protein/
Zm00001eb012350	Protein-serine/threonine phosphatase (EC 3.1.3.16)/
Zm00001eb012480	Uncharacterized protein/
Zm00001eb012960	Uncharacterized protein/
Zm00001eb013060	Uncharacterized protein/
Zm00001eb013080	L-ascorbate peroxidase (EC 1.11.1.11)/
Zm00001eb013270	Non-specific serine/threonine protein kinase (EC 2.7.11.1)/
Zm00001eb013350	Uncharacterized protein/
Zm00001eb013380	Phosphoinositide phospholipase C (EC 3.1.4.11)/
Zm00001eb013460	Mitochondrial succinate-fumarate transporter 1/
Zm00001eb013510	Transcription factor bHLH140/
Zm00001eb013680	Uncharacterized protein/
Zm00001eb013710	Eukaryotic translation initiation factor 2 subunit alpha/
Zm00001eb013750	40S ribosomal protein S7/
Zm00001eb013820	Uncharacterized protein/
Zm00001eb013850	Uncharacterized protein/
Zm00001eb014000	Pathogenesis-related protein 1/
Zm00001eb014090	Hexosyltransferase (EC 2.4.1.-)/
Zm00001eb014190	Uncharacterized protein/
Zm00001eb014630	Uncharacterized protein/
Zm00001eb014740	Ubiquitin-conjugating enzyme E2 32/
Zm00001eb014780	DEAD-box ATP-dependent RNA helicase 24/
Zm00001eb014980	Transcription factor bHLH148/
Zm00001eb015000	Uncharacterized protein/
Zm00001eb015050	Uncharacterized protein/
Zm00001eb015080	Uncharacterized protein/
Zm00001eb015100	HIT zinc finger/
Zm00001eb015130	Hexosyltransferase (EC 2.4.1.-)/
Zm00001eb015170	SNF1-related protein kinase regulatory subunit beta-1/
Zm00001eb015260	Guanylate kinase (EC 2.7.4.8)/
Zm00001eb015340	Uncharacterized protein/
Zm00001eb015390	Putative ADP-ribosylation factor GTPase-activating protein AGD14/
Zm00001eb015490	Myb-related protein 2/
Zm00001eb015620	Uncharacterized protein/
Zm00001eb015660	Guanine nucleotide exchange factor SPIKE 1/
Zm00001eb015670	Putative GTP diphosphokinase RSH1, chloroplastic/
Zm00001eb015730	Alpha-1,3-glucosyltransferase (EC 2.4.1.-)/
Zm00001eb015760	Hexosyltransferase (EC 2.4.1.-)/
Zm00001eb015880	ABC transporter I family member 6 chloroplastic (ATP-dependent transporter ycf16)/
Zm00001eb015980	Uncharacterized protein/
Zm00001eb016280	RING-type E3 ubiquitin transferase (EC 2.3.2.27)/
Zm00001eb016400	Uncharacterized protein/
Zm00001eb016430	Amylomaltase (EC 2.4.1.25) (Disproportionating enzyme)/
Zm00001eb016470	Uncharacterized protein/
Zm00001eb016570	ATP-dependent Clp protease proteolytic subunit/
Zm00001eb016820	Uncharacterized protein/
Zm00001eb016830	Divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic (EC 1.3.1.75)/
Zm00001eb016920	Beta-amylase (EC 3.2.1.2)/
Zm00001eb016930	Tubby-like F-box protein/
Zm00001eb016990	Nuclear/nucleolar GTPase 2/
Zm00001eb017150	Diphthine methyl ester synthase (EC 2.1.1.314)/
Zm00001eb017330	Villin-2/
Zm00001eb017530	Phospholipase A1 (EC 3.1.1.-)/
Zm00001eb017730	MFS domain-containing protein/
Zm00001eb017810	Stomatal closure-related actin-binding protein 1/
Zm00001eb017960	Peroxidase (EC 1.11.1.7)/
Zm00001eb018440	Methyltransferase (EC 2.1.1.-)/
Zm00001eb018520	F-actin-capping protein subunit beta/
Zm00001eb018570	Uncharacterized protein/
Zm00001eb018670	DFRP_C domain-containing protein/
Zm00001eb018720	Uncharacterized protein/
Zm00001eb018730	Carboxypeptidase (EC 3.4.16.-)/
Zm00001eb018820	Myb_DNA-bind_3 domain-containing protein/
Zm00001eb018870	WAT1-related protein/
Zm00001eb018960	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)/
Zm00001eb019050	Phospholipase D (EC 3.1.4.4)/
Zm00001eb019080	Vesicle transport v-SNARE 12/
Zm00001eb019230	Ribosomal protein L37/
Zm00001eb019300	Uncharacterized protein/
Zm00001eb019520	Ubiquinone biosynthesis protein/
Zm00001eb019760	Uncharacterized protein/
Zm00001eb019800	E3 ubiquitin protein ligase (EC 2.3.2.27)/
Zm00001eb019850	Uncharacterized protein/
Zm00001eb019970	Urease/
Zm00001eb019980	Eukaryotic translation initiation factor 3 subunit E/
Zm00001eb020050	Uncharacterized protein/
Zm00001eb020070	Alpha-humulene/(-)-(E)-beta-caryophyllene synthase/
Zm00001eb020320	Membrane-anchored ubiquitin-fold protein/
Zm00001eb020790	Peroxidase (EC 1.11.1.7)/
Zm00001eb020970	Glycosyltransferase (EC 2.4.1.-)/
Zm00001eb021170	Uncharacterized protein/
Zm00001eb021210	Plant UBX domain-containing protein 10/
Zm00001eb021300	Mitochondrial inner membrane protein OXA1/
Zm00001eb021350	RHOMBOID-like protein (EC 3.4.21.-) (Rhomboid-like protein)/
Zm00001eb021450	Uncharacterized protein/
Zm00001eb021660	Ubiquitin carrier protein 7/
Zm00001eb021800	Transcription repressor (Ovate family protein)/
Zm00001eb022020	RNA polymerase II C-terminal domain phosphatase-like 1/
Zm00001eb022310	Protein TRAUCO/
Zm00001eb022500	Chitinase (EC 3.2.1.14)/
Zm00001eb022640	Uncharacterized protein/
Zm00001eb022670	Aldehyde oxygenase (deformylating) (EC 4.1.99.5)/
Zm00001eb022880	Uncharacterized protein/
Zm00001eb022960	Uncharacterized protein/
Zm00001eb023020	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8 mitochondrial/
Zm00001eb023100	Putative xyloglucan galactosyltransferase GT19/
Zm00001eb023110	Flavin-containing monooxygenase (EC 1.-.-.-)/
Zm00001eb023120	Uncharacterized protein/
Zm00001eb023370	Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.-)/
Zm00001eb023450	ARF guanine-nucleotide exchange factor GNOM/
Zm00001eb023590	Flavin-containing monooxygenase (EC 1.-.-.-)/
Zm00001eb023810	Protein-methionine-S-oxide reductase (EC 1.8.4.11)/
Zm00001eb023910	Casein kinase II subunit beta (CK II beta)/
Zm00001eb024000	Tetratricopeptide repeat (TPR)-like superfamily protein/
Zm00001eb024020	E3 ubiquitin-protein ligase ATL4/
Zm00001eb024130	Dynamin-related protein 1E/
Zm00001eb024150	Uncharacterized protein/
Zm00001eb024210	Methyltransferase (EC 2.1.1.-)/
Zm00001eb024280	Pyruvate kinase (EC 2.7.1.40)/
Zm00001eb024430	Replication factor C subunit 3/
Zm00001eb024570	AT-hook motif nuclear-localized protein/
Zm00001eb024620	Plant intracellular Ras-group-related LRR protein 4/
Zm00001eb024710	Uncharacterized protein/
Zm00001eb024850	Uncharacterized protein/
Zm00001eb025420	Protein NRT1/ PTR FAMILY 8.3/
Zm00001eb025600	Uncharacterized protein/
Zm00001eb025670	Inositol-tetrakisphosphate 1-kinase (EC 2.7.1.134)/
Zm00001eb025760	Uncharacterized protein/
Zm00001eb025860	Protein NRT1/ PTR FAMILY 8.3/
Zm00001eb026550	Leucine-rich repeat receptor-like protein kinase PEPR1/
Zm00001eb026600	Uncharacterized protein/
Zm00001eb026640	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)/
Zm00001eb027080	Dihydrofolate reductase (EC 1.5.1.3)/
Zm00001eb027150	Uncharacterized protein/
Zm00001eb027600	Cell division control protein 48 homolog D/
Zm00001eb027740	WAT1-related protein/
Zm00001eb027960	Uncharacterized protein/
Zm00001eb028220	Uncharacterized protein/
Zm00001eb028330	Uncharacterized protein/
Zm00001eb028400	DNA replication licensing factor MCM7 (EC 3.6.4.12)/
Zm00001eb028620	Uncharacterized protein/
Zm00001eb028720	VAN3-binding protein/
Zm00001eb028740	Membrane magnesium transporter/
Zm00001eb028990	Uncharacterized protein/
Zm00001eb029140	Pectinesterase (EC 3.1.1.11)/
Zm00001eb029260	Protein TRM32/
Zm00001eb029280	Uncharacterized protein/
Zm00001eb029410	Uncharacterized protein/
Zm00001eb029640	DUF1336 domain-containing protein/
Zm00001eb029680	Uncharacterized protein/
Zm00001eb029710	Hexosyltransferase (EC 2.4.1.-)/
Zm00001eb029900	MMS19 nucleotide excision repair protein/
Zm00001eb029940	Lipid transfer protein/
Zm00001eb030240	Ethylene-responsive transcription factor RAP2-11/
Zm00001eb030550	Uncharacterized protein/
Zm00001eb030600	Uncharacterized protein/
Zm00001eb030630	Uncharacterized protein/
Zm00001eb030670	Uncharacterized protein/
Zm00001eb030850	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)/
Zm00001eb031220	H(+)-exporting diphosphatase (EC 7.1.3.1)/
Zm00001eb031390	L-type lectin-domain containing receptor kinase IX.1/
Zm00001eb031430	Peroxin-2/
Zm00001eb032010	Uncharacterized protein/
Zm00001eb032070	Uncharacterized protein/
Zm00001eb032320	Putative pentatricopeptide repeat-containing protein/
Zm00001eb032480	Uncharacterized protein/
Zm00001eb032500	Aldehyde oxygenase (deformylating) (EC 4.1.99.5)/
Zm00001eb032790	Ankyrin repeat family protein/
Zm00001eb032860	Glycine-rich protein/
Zm00001eb033160	Uncharacterized protein/
Zm00001eb033190	Protein yippee-like/
Zm00001eb033360	Uncharacterized protein/
Zm00001eb033620	Uncharacterized protein/
Zm00001eb033680	Uncharacterized protein/
Zm00001eb034000	Transmembrane 9 superfamily member/
Zm00001eb034040	COP9 signalosome complex subunit 6/
Zm00001eb034220	Induced stolen tip protein TUB8 (Induced stolon tip protein TUB8)/
Zm00001eb034400	Uncharacterized protein/
Zm00001eb034540	Receptor-like serine/threonine-protein kinase (EC 2.7.11.1)/
Zm00001eb034650	Glycerophosphodiester phosphodiesterase (EC 3.1.4.46)/
Zm00001eb034700	Zinc finger protein WIP2/
Zm00001eb035010	Lipoxygenase (EC 1.13.11.-)/
Zm00001eb035200	Uncharacterized protein/
Zm00001eb035260	N-acyl-L-amino-acid amidohydrolase (EC 3.5.1.14)/
Zm00001eb035310	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60)/
Zm00001eb035680	Putative mitochondrial adenine nucleotide transporter BTL1/
Zm00001eb035690	Exocyst subunit Exo70 family protein/
Zm00001eb035720	Uncharacterized protein/
Zm00001eb035870	Uncharacterized protein/
Zm00001eb036130	Peptidylprolyl isomerase (EC 5.2.1.8)/
Zm00001eb036310	Uncharacterized protein/
Zm00001eb036370	FHA domain-containing protein FHA2/
Zm00001eb036480	Uridine kinase (EC 2.7.1.48)/
Zm00001eb036700	Type I inositol polyphosphate 5-phosphatase 10/
Zm00001eb036720	Peroxidase (EC 1.11.1.7)/
Zm00001eb036900	Mitochondrial import inner membrane translocase subunit/
Zm00001eb036910	Glycerophosphodiester phosphodiesterase (EC 3.1.4.46)/
Zm00001eb037020	Ubiquitin thioesterase otubain-like/
Zm00001eb037030	O-fucosyltransferase family protein/
Zm00001eb037150	Exocyst subunit Exo70 family protein/
Zm00001eb037550	Protein DETOXIFICATION (Multidrug and toxic compound extrusion protein)/
Zm00001eb037660	40S ribosomal protein S4-3/
Zm00001eb037680	Eukaryotic translation initiation factor 6 (eIF-6)/
Zm00001eb037690	Glutamate decarboxylase (EC 4.1.1.15)/
Zm00001eb037890	HVA22-like protein/
Zm00001eb038200	Uncharacterized protein/
Zm00001eb038240	Protein MIZU-KUSSEI 1/
Zm00001eb038250	Patatin (EC 3.1.1.-)/
Zm00001eb038290	Patatin (EC 3.1.1.-)/
Zm00001eb038470	Serine/threonine-protein kinase PEPKR2/
Zm00001eb038540	Histone-lysine N-methyltransferase SUVR4/
Zm00001eb038690	Exocyst complex component EXO84C/
Zm00001eb038820	LOB domain-containing protein 29/
Zm00001eb039040	WAT1-related protein/
Zm00001eb039300	Uncharacterized protein/
Zm00001eb039390	Uncharacterized protein/
Zm00001eb039400	Multiple myeloma tumor-associated protein 2/
Zm00001eb039440	Uncharacterized protein/
Zm00001eb039490	Uncharacterized protein/
Zm00001eb039500	Glutathione S-transferase, N-terminal domain containing protein (Thioredoxin family protein)/
Zm00001eb039540	Uncharacterized protein/
Zm00001eb039550	Ribosomal protein/
Zm00001eb039570	Fatty acyl-CoA reductase (EC 1.2.1.84)/
Zm00001eb039600	Uncharacterized protein/
Zm00001eb039710	S-acyltransferase (EC 2.3.1.225) (Palmitoyltransferase)/
Zm00001eb039760	Transmembrane 9 superfamily member/
Zm00001eb039790	Uncharacterized protein/
Zm00001eb039920	Uncharacterized protein/
Zm00001eb040000	Uncharacterized protein/
Zm00001eb040190	Putative carboxylesterase 8/
Zm00001eb040260	Probable 6-phosphogluconolactonase (EC 3.1.1.31)/
Zm00001eb040440	Uncharacterized protein/
Zm00001eb040510	Exocyst subunit Exo70 family protein/
Zm00001eb040610	SAUR33-auxin-responsive SAUR family member/
Zm00001eb040620	NADPH--cytochrome P450 reductase/
Zm00001eb040740	Component of oligomeric Golgi complex 3 (Conserved oligomeric Golgi complex subunit 3)/
Zm00001eb040930	Cell division control protein 48 homolog D/
Zm00001eb041030	Uncharacterized protein/
Zm00001eb041090	Calcineurin subunit B/
Zm00001eb041560	Uncharacterized protein/
Zm00001eb041600	GDT1 family protein/
Zm00001eb041690	Uncharacterized protein/
Zm00001eb041730	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)/
Zm00001eb041880	DNA repair protein RAD4/
Zm00001eb042050	Mitochondrial carrier protein MTM1/
Zm00001eb042070	Endoglucanase (EC 3.2.1.4)/
Zm00001eb042120	Signal recognition particle receptor subunit beta/
Zm00001eb042160	Protein HOTHEAD/
Zm00001eb042370	Trehalose-6-phosphate synthase4/
Zm00001eb042570	Phospholipid-transporting ATPase (EC 7.6.2.1)/
Zm00001eb042700	Uncharacterized protein/
Zm00001eb042830	Co-chaperone protein SBA1/
Zm00001eb043100	Peroxidase (EC 1.11.1.7)/
Zm00001eb043230	Dirigent protein/
Zm00001eb043460	Uncharacterized protein/
Zm00001eb043480	Deleted./
Zm00001eb043700	Cytochrome P450 84A1/
Zm00001eb043750	CDPK-related kinase 3/
Zm00001eb043910	Uncharacterized protein/
Zm00001eb043930	Aspergillus nuclease S(1) (EC 3.1.30.1)/
Zm00001eb043970	Chaperone protein dnaJ 13/
Zm00001eb043990	Vesicle-associated protein 1-1/
Zm00001eb044070	Pentatricopeptide repeat-containing protein/
Zm00001eb044110	Uncharacterized protein/
Zm00001eb044160	Uncharacterized protein/
Zm00001eb044190	Membrane steroid-binding protein 1/
Zm00001eb044200	Membrane steroid-binding protein 1/
Zm00001eb044240	Uncharacterized protein/
Zm00001eb044400	Acyl-CoA N-acyltransferase (NAT) superfamily protein (GNAT transcription factor)/
Zm00001eb044510	Evolutionarily conserved C-terminal region 2/
Zm00001eb044520	Uncharacterized protein/
Zm00001eb044580	HR-like lesion-inducing protein-related/
Zm00001eb044650	NADPH-protochlorophyllide oxidoreductase (EC 1.3.1.33)/
Zm00001eb044770	p-loop nucleoside triphosphate hydrolase superfamily protein with CH (Calponin Homology) domain/
Zm00001eb044820	Uncharacterized protein/
Zm00001eb044860	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)/
Zm00001eb045190	Uncharacterized protein/
Zm00001eb045330	Uncharacterized protein/
Zm00001eb045360	Uncharacterized protein/
Zm00001eb045370	Uncharacterized protein/
Zm00001eb045510	Uncharacterized protein/
Zm00001eb045570	Uncharacterized protein/
Zm00001eb045580	Uncharacterized protein/
Zm00001eb045690	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)/
Zm00001eb045770	Uncharacterized protein/
Zm00001eb045860	Methyltransferase (EC 2.1.1.-)/
Zm00001eb045880	Pentatricopeptide repeat-containing protein/
Zm00001eb045890	Serine/threonine protein phosphatase 2A regulatory subunit B''alpha/
Zm00001eb045900	Uncharacterized protein/
Zm00001eb046010	Uncharacterized protein/
Zm00001eb046110	DExH-box ATP-dependent RNA helicase DExH1/
Zm00001eb046160	Heterogeneous nuclear ribonucleoprotein 1/
Zm00001eb046170	Protein NRT1/ PTR FAMILY 5.2/
Zm00001eb046210	Protein NRT1/ PTR FAMILY 5.2/
Zm00001eb046430	mRNA cap-binding protein/
Zm00001eb046710	Uncharacterized protein/
Zm00001eb046720	Uncharacterized protein/
Zm00001eb046840	O-fucosyltransferase family protein/
Zm00001eb046890	Uncharacterized protein/
Zm00001eb047010	WRC domain-containing protein/
Zm00001eb047390	Expansin/
Zm00001eb047400	Expansin/
Zm00001eb047410	Expansin/
Zm00001eb047670	Uncharacterized protein/
Zm00001eb047880	Uncharacterized protein/
Zm00001eb048210	Uncharacterized protein/
Zm00001eb048310	Pectinesterase (EC 3.1.1.11)/
