	bwnet_20$colors		ensembl_id	uniprot_function
Zm00001eb267130	turquoise			
Zm00001eb267140	pink			
Zm00001eb267190	turquoise			
Zm00001eb267210	brown			
Zm00001eb267220	turquoise			
Zm00001eb267260	green			
Zm00001eb267280	lightyellow			
Zm00001eb267290	green			
Zm00001eb267300	blue			
Zm00001eb267320	turquoise			
Zm00001eb267350	brown			
Zm00001eb267380	green			
Zm00001eb267390	salmon			
Zm00001eb267410	tan			
Zm00001eb267430	green			
Zm00001eb267460	tan			
Zm00001eb267470	green			
Zm00001eb267500	brown			
Zm00001eb267520	lightsteelblue1			
Zm00001eb267580	pink			
Zm00001eb267610	green			
Zm00001eb267620	blue			
Zm00001eb267640	brown			
Zm00001eb267680	blue			
Zm00001eb267720	blue			
Zm00001eb267770	paleturquoise			
Zm00001eb267790	paleturquoise			
Zm00001eb267850	turquoise			
Zm00001eb267900	green			
Zm00001eb267970	cyan			
Zm00001eb268000	green			
Zm00001eb268050	pink			
Zm00001eb268080	pink			
Zm00001eb268150	tan			
Zm00001eb268250	salmon			
Zm00001eb268320	brown			
Zm00001eb268410	blue			
Zm00001eb268420	turquoise			
Zm00001eb268430	brown			
Zm00001eb268450	turquoise			
Zm00001eb268480	brown			
Zm00001eb268500	pink			
Zm00001eb268520	cyan			
Zm00001eb268600	brown			
Zm00001eb268610	pink			
Zm00001eb268690	turquoise			
Zm00001eb268740	turquoise			
Zm00001eb268790	blue			
Zm00001eb268800	brown			
Zm00001eb268830	blue			
Zm00001eb268880	pink			
Zm00001eb268890	blue			
Zm00001eb268960	green			
Zm00001eb268970	salmon			
Zm00001eb269010	brown			
Zm00001eb269020	tan			
Zm00001eb269100	turquoise			
Zm00001eb269130	green			
Zm00001eb269170	green			
Zm00001eb269180	lightyellow			
Zm00001eb269200	turquoise			
Zm00001eb269300	pink			
Zm00001eb269330	blue			
Zm00001eb269380	turquoise			
Zm00001eb269400	turquoise			
Zm00001eb269440	turquoise			
Zm00001eb269470	tan			
Zm00001eb269500	tan			
Zm00001eb269520	brown			
Zm00001eb269560	brown			
Zm00001eb269570	tan			
Zm00001eb269580	turquoise			
Zm00001eb269610	salmon			
Zm00001eb269650	salmon			
Zm00001eb269660	turquoise			
Zm00001eb269700	green			
Zm00001eb269730	brown			
Zm00001eb269770	turquoise			
Zm00001eb269810	turquoise			
Zm00001eb269820	blue			
Zm00001eb269840	salmon			
Zm00001eb269850	turquoise			
Zm00001eb269870	green			
Zm00001eb269890	brown			
Zm00001eb269910	lightsteelblue1			
Zm00001eb269920	turquoise			
Zm00001eb269960	turquoise			
Zm00001eb269970	pink			
Zm00001eb269990	green			
Zm00001eb270000	turquoise			
Zm00001eb270010	pink			
Zm00001eb270030	brown			
Zm00001eb270040	green			
Zm00001eb270080	blue			
Zm00001eb270090	lightsteelblue1			
Zm00001eb270110	turquoise			
Zm00001eb270150	turquoise			
Zm00001eb270230	brown			
Zm00001eb270240	green			
Zm00001eb270250	green			
Zm00001eb270260	turquoise			
Zm00001eb270270	green			
Zm00001eb270290	blue			
Zm00001eb270330	turquoise			
Zm00001eb270390	tan			
Zm00001eb270420	pink			
Zm00001eb270460	pink			
Zm00001eb270540	green			
Zm00001eb270550	blue			
Zm00001eb270660	salmon			
Zm00001eb270680	turquoise			
Zm00001eb270690	turquoise			
Zm00001eb270800	blue			
Zm00001eb270810	brown			
Zm00001eb270900	turquoise			
Zm00001eb270920	tan			
Zm00001eb270930	paleturquoise			
Zm00001eb270950	blue			
Zm00001eb270960	turquoise			
Zm00001eb270990	brown			
Zm00001eb271050	blue			
Zm00001eb271080	green			
Zm00001eb271200	turquoise			
Zm00001eb271220	green			
Zm00001eb271280	brown			
Zm00001eb271300	brown			
Zm00001eb271390	brown			
Zm00001eb271410	brown			
Zm00001eb271420	turquoise			
Zm00001eb271450	salmon			
Zm00001eb271490	blue			
Zm00001eb271500	lightyellow			
Zm00001eb271540	blue			
Zm00001eb271660	turquoise			
Zm00001eb271680	blue			
Zm00001eb271700	blue			
Zm00001eb271720	turquoise			
Zm00001eb271750	turquoise			
Zm00001eb271770	turquoise			
Zm00001eb271810	cyan			
Zm00001eb271830	turquoise			
Zm00001eb271840	tan			
Zm00001eb271850	tan			
Zm00001eb271900	blue			
Zm00001eb272000	blue			
Zm00001eb272020	pink			
Zm00001eb272050	brown			
Zm00001eb272090	blue			
Zm00001eb272110	pink			
Zm00001eb272150	blue			
Zm00001eb272160	turquoise			
Zm00001eb272190	blue			
Zm00001eb272210	turquoise			
Zm00001eb272220	turquoise			
Zm00001eb272300	brown			
Zm00001eb272310	green			
Zm00001eb272340	turquoise			
Zm00001eb272360	green			
Zm00001eb272400	turquoise			
Zm00001eb272410	green			
Zm00001eb272430	tan			
Zm00001eb272490	brown			
Zm00001eb272510	turquoise			
Zm00001eb272520	blue			
Zm00001eb272540	turquoise			
Zm00001eb272560	blue			
Zm00001eb272600	green			
Zm00001eb272640	blue			
Zm00001eb272660	brown			
Zm00001eb272690	blue			
Zm00001eb272720	green			
Zm00001eb272850	brown			
Zm00001eb272870	brown			
Zm00001eb272880	turquoise			
Zm00001eb272890	blue			
Zm00001eb272920	green			
Zm00001eb272930	blue			
Zm00001eb272950	turquoise			
Zm00001eb273000	blue			
Zm00001eb273020	green			
Zm00001eb273040	green			
Zm00001eb273170	turquoise			
Zm00001eb273180	turquoise			
Zm00001eb273260	pink			
Zm00001eb273310	brown			
Zm00001eb273320	brown			
Zm00001eb273330	brown			
Zm00001eb273350	turquoise			
Zm00001eb273360	pink			
Zm00001eb273370	blue			
Zm00001eb273400	turquoise			
Zm00001eb273430	blue			
Zm00001eb273450	turquoise			
Zm00001eb273530	tan			
Zm00001eb273550	brown			
Zm00001eb273570	turquoise			
Zm00001eb273580	salmon			
Zm00001eb273590	turquoise			
Zm00001eb273610	blue			
Zm00001eb273620	pink			
Zm00001eb273630	cyan			
Zm00001eb273650	green			
Zm00001eb273660	blue			
Zm00001eb273670	green			
Zm00001eb273690	paleturquoise			
Zm00001eb273720	green			
Zm00001eb273850	pink			
Zm00001eb273940	turquoise			
Zm00001eb274010	turquoise			
Zm00001eb274020	turquoise			
Zm00001eb274030	turquoise			
Zm00001eb274060	turquoise			
Zm00001eb274210	blue			
Zm00001eb274220	blue			
Zm00001eb274240	brown			
Zm00001eb274260	salmon			
Zm00001eb274280	brown			
Zm00001eb274320	brown			
Zm00001eb274330	blue			
Zm00001eb274340	salmon			
Zm00001eb274410	turquoise			
Zm00001eb274440	brown			
Zm00001eb274510	tan			
Zm00001eb274550	turquoise			
Zm00001eb274610	blue			
Zm00001eb274650	green			
Zm00001eb274700	green			
Zm00001eb274740	cyan			
Zm00001eb274770	blue			
Zm00001eb274850	blue			
Zm00001eb274880	turquoise			
Zm00001eb274890	turquoise			
Zm00001eb274910	tan			
Zm00001eb274980	blue			
Zm00001eb275050	green			
Zm00001eb275060	turquoise			
Zm00001eb275120	blue			
Zm00001eb275130	blue			
Zm00001eb275150	green			
Zm00001eb275180	blue			
Zm00001eb275200	blue			
Zm00001eb275220	blue			
Zm00001eb275230	green			
Zm00001eb275240	turquoise			
Zm00001eb275250	tan			
Zm00001eb275260	turquoise			
Zm00001eb275270	salmon			
Zm00001eb275340	green			
Zm00001eb275380	green			
Zm00001eb275390	pink			
Zm00001eb275400	pink			
Zm00001eb275410	blue			
Zm00001eb275420	green			
Zm00001eb275450	brown			
Zm00001eb275490	lightyellow			
Zm00001eb275570	green			
Zm00001eb275590	pink			
Zm00001eb275640	green			
Zm00001eb275710	turquoise			
Zm00001eb275720	blue			
Zm00001eb275730	tan			
Zm00001eb275750	salmon			
Zm00001eb275770	paleturquoise			
Zm00001eb275860	turquoise			
Zm00001eb276110	brown			
Zm00001eb276120	brown			
Zm00001eb276150	turquoise			
Zm00001eb276170	blue			
Zm00001eb276220	green			
Zm00001eb276250	green			
Zm00001eb276270	brown			
Zm00001eb276310	turquoise			
Zm00001eb276520	green			
Zm00001eb276570	salmon			
Zm00001eb276580	pink			
Zm00001eb276680	turquoise			
Zm00001eb276730	tan			
Zm00001eb276740	pink			
Zm00001eb276750	turquoise			
Zm00001eb276840	turquoise			
Zm00001eb276850	salmon			
Zm00001eb276860	green			
Zm00001eb276920	brown			
Zm00001eb276940	cyan			
Zm00001eb276980	brown			
Zm00001eb276990	green			
Zm00001eb277100	turquoise			
Zm00001eb277110	brown			
Zm00001eb277130	brown			
Zm00001eb277140	brown			
Zm00001eb277160	brown			
Zm00001eb277210	brown			
Zm00001eb277280	brown			
Zm00001eb277320	blue			
Zm00001eb277350	blue			
Zm00001eb277360	green			
Zm00001eb277370	blue			
Zm00001eb277380	brown			
Zm00001eb277430	turquoise			
Zm00001eb277460	brown			
Zm00001eb277530	green			
Zm00001eb277560	salmon			
Zm00001eb277590	brown			
Zm00001eb277620	turquoise			
Zm00001eb277680	brown			
Zm00001eb277690	turquoise			
Zm00001eb277700	green			
Zm00001eb277710	turquoise			
Zm00001eb277720	turquoise			
Zm00001eb277730	turquoise			
Zm00001eb277740	turquoise			
Zm00001eb277790	brown			
Zm00001eb277820	blue			
Zm00001eb277840	tan			
Zm00001eb277870	turquoise			
Zm00001eb277880	turquoise			
Zm00001eb277900	turquoise			
Zm00001eb277910	turquoise			
Zm00001eb277940	turquoise			
Zm00001eb277960	lightyellow			
Zm00001eb277970	turquoise			
Zm00001eb277990	green			
Zm00001eb278010	blue			
Zm00001eb278020	turquoise			
Zm00001eb278060	green			
Zm00001eb278090	turquoise			
Zm00001eb278110	pink			
Zm00001eb278130	tan			
Zm00001eb278150	pink			
Zm00001eb278160	cyan			
Zm00001eb278180	green			
Zm00001eb278210	tan			
Zm00001eb278230	green			
Zm00001eb278280	pink			
Zm00001eb278360	blue			
Zm00001eb278420	blue			
Zm00001eb278460	turquoise			
Zm00001eb278500	green			
Zm00001eb278530	green			
Zm00001eb278540	blue			
Zm00001eb278590	pink			
Zm00001eb278600	turquoise			
Zm00001eb278640	blue			
Zm00001eb278650	turquoise			
Zm00001eb278670	blue			
Zm00001eb278740	green			
Zm00001eb278770	salmon			
Zm00001eb278830	blue			
Zm00001eb278870	blue			
Zm00001eb278880	turquoise			
Zm00001eb278890	pink			
Zm00001eb278910	turquoise			
Zm00001eb278930	tan			
Zm00001eb278960	brown			
Zm00001eb278970	brown			
Zm00001eb278990	green			
Zm00001eb279010	blue			
Zm00001eb279020	pink			
Zm00001eb279060	salmon			
Zm00001eb279070	green			
Zm00001eb279150	pink			
Zm00001eb279160	pink			
Zm00001eb279210	blue			
Zm00001eb279230	green			
Zm00001eb279260	lightyellow			
Zm00001eb279330	cyan			
Zm00001eb279340	green			
Zm00001eb279370	brown			
Zm00001eb279380	lightsteelblue1			
Zm00001eb279400	brown			
Zm00001eb279490	green			
Zm00001eb279570	green			
Zm00001eb279580	blue			
Zm00001eb279640	turquoise			
Zm00001eb279650	green			
Zm00001eb279660	brown			
Zm00001eb279680	pink			
Zm00001eb279690	brown			
Zm00001eb279720	tan			
Zm00001eb279780	pink			
Zm00001eb279790	lightyellow			
Zm00001eb279810	salmon			
Zm00001eb279840	turquoise			
Zm00001eb279850	turquoise			
Zm00001eb279870	turquoise			
Zm00001eb279880	tan			
Zm00001eb279890	turquoise			
Zm00001eb279970	green			
Zm00001eb280010	pink			
Zm00001eb280020	blue			
Zm00001eb280030	blue			
Zm00001eb280060	green			
Zm00001eb280070	blue			
Zm00001eb280130	green			
Zm00001eb280150	pink			
Zm00001eb280200	turquoise			
Zm00001eb280220	green			
Zm00001eb280250	turquoise			
Zm00001eb280280	brown			
Zm00001eb280420	pink			
Zm00001eb280470	blue			
Zm00001eb280480	green			
Zm00001eb280520	blue			
Zm00001eb280580	salmon			
Zm00001eb280620	pink			
Zm00001eb280640	tan			
Zm00001eb280650	turquoise			
Zm00001eb280670	brown			
Zm00001eb280720	tan			
Zm00001eb280730	turquoise			
Zm00001eb280750	salmon			
Zm00001eb280770	brown			
Zm00001eb280800	turquoise			
Zm00001eb280810	blue			
Zm00001eb280850	tan			
Zm00001eb280900	blue			
Zm00001eb280910	lightyellow			
Zm00001eb280920	tan			
Zm00001eb281010	cyan			
Zm00001eb281040	brown			
Zm00001eb281050	turquoise			
Zm00001eb281060	cyan			
Zm00001eb281070	turquoise			
Zm00001eb281090	brown			
Zm00001eb281130	turquoise			
Zm00001eb281140	salmon			
Zm00001eb281180	turquoise			
Zm00001eb281210	pink			
Zm00001eb281300	tan			
Zm00001eb281330	cyan			
Zm00001eb281410	cyan			
Zm00001eb281440	turquoise			
Zm00001eb281470	brown			
Zm00001eb281490	brown			
Zm00001eb281510	turquoise			
Zm00001eb281550	turquoise			
Zm00001eb281570	pink			
Zm00001eb281580	cyan			
Zm00001eb281600	tan			
Zm00001eb281630	brown			
Zm00001eb281640	green			
Zm00001eb281660	pink			
Zm00001eb281690	cyan			
Zm00001eb281710	green			
Zm00001eb281730	tan			
Zm00001eb281780	green			
Zm00001eb281810	green			
Zm00001eb281930	brown			
Zm00001eb281940	turquoise			
Zm00001eb281960	tan			
Zm00001eb281980	blue			
Zm00001eb281990	turquoise			
Zm00001eb282030	green			
Zm00001eb282080	blue			
Zm00001eb282120	blue			
Zm00001eb282250	blue			
Zm00001eb282260	cyan			
Zm00001eb282290	salmon			
Zm00001eb282310	green			
Zm00001eb282360	brown			
Zm00001eb282390	pink			
Zm00001eb282410	cyan			
Zm00001eb282450	salmon			
Zm00001eb282460	pink			
Zm00001eb282490	brown			
Zm00001eb282500	brown			
Zm00001eb282510	blue			
Zm00001eb282530	brown			
Zm00001eb282540	turquoise			
Zm00001eb282590	turquoise			
Zm00001eb282620	blue			
Zm00001eb282710	green			
Zm00001eb282730	pink			
Zm00001eb282770	salmon			
Zm00001eb282780	green			
Zm00001eb282790	green			
Zm00001eb282850	blue			
Zm00001eb282860	brown			
Zm00001eb282870	turquoise			
Zm00001eb282880	green			
Zm00001eb282900	green			
Zm00001eb282940	brown			
Zm00001eb282950	brown			
Zm00001eb282960	turquoise			
Zm00001eb282990	pink			
Zm00001eb283000	turquoise			
Zm00001eb283010	turquoise			
Zm00001eb283040	blue			
Zm00001eb283050	brown			
Zm00001eb283070	lightsteelblue1			
Zm00001eb283080	brown			
Zm00001eb283090	green			
Zm00001eb283120	pink			
Zm00001eb283130	brown			
Zm00001eb283160	blue			
Zm00001eb283200	brown			
Zm00001eb283220	turquoise			
Zm00001eb283240	brown			
Zm00001eb283250	turquoise			
Zm00001eb283260	tan			
Zm00001eb283270	turquoise			
Zm00001eb283340	brown			
Zm00001eb283350	blue			
Zm00001eb283380	brown			
Zm00001eb283400	blue			
Zm00001eb283430	blue			
Zm00001eb283440	blue			
Zm00001eb283450	salmon			
Zm00001eb283480	blue			
Zm00001eb283520	turquoise			
Zm00001eb283560	blue			
Zm00001eb283570	blue			
Zm00001eb283600	tan			
Zm00001eb283610	pink			
Zm00001eb283750	turquoise			
Zm00001eb283760	blue			
Zm00001eb283770	blue			
Zm00001eb283830	green			
Zm00001eb283840	cyan			
Zm00001eb283860	blue			
Zm00001eb283890	green			
Zm00001eb283900	turquoise			
Zm00001eb283920	turquoise			
Zm00001eb283930	tan			
Zm00001eb283940	turquoise			
Zm00001eb283950	green			
Zm00001eb283980	green			
Zm00001eb284070	turquoise			
Zm00001eb284090	turquoise			
Zm00001eb284120	cyan			
Zm00001eb284130	brown			
Zm00001eb284160	tan			
Zm00001eb284170	tan			
Zm00001eb284190	turquoise			
Zm00001eb284200	brown			
Zm00001eb284220	blue			
Zm00001eb284310	salmon			
Zm00001eb284340	turquoise			
Zm00001eb284350	pink			
Zm00001eb284360	blue			
Zm00001eb284380	pink			
Zm00001eb284400	brown			
Zm00001eb284410	pink			
Zm00001eb284430	pink			
Zm00001eb284450	brown			
Zm00001eb284460	blue			
Zm00001eb284520	brown			
Zm00001eb284530	blue			
Zm00001eb284560	pink			
Zm00001eb284630	green			
Zm00001eb284690	brown			
Zm00001eb284720	brown			
Zm00001eb284750	blue			
Zm00001eb284760	turquoise			
Zm00001eb284770	blue			
Zm00001eb284960	pink			
Zm00001eb285000	pink			
Zm00001eb285040	pink			
Zm00001eb285060	turquoise			
Zm00001eb285090	salmon			
Zm00001eb285130	turquoise			
Zm00001eb285200	tan			
Zm00001eb285210	green			
Zm00001eb285220	green			
Zm00001eb285290	blue			
Zm00001eb285330	green			
Zm00001eb285340	turquoise			
Zm00001eb285390	turquoise			
Zm00001eb285420	brown			
Zm00001eb285430	turquoise			
Zm00001eb285440	blue			
Zm00001eb285450	green			
Zm00001eb285470	blue			
Zm00001eb285480	turquoise			
Zm00001eb285500	turquoise			
Zm00001eb285510	blue			
Zm00001eb285520	green			
Zm00001eb285540	turquoise			
Zm00001eb285570	green			
Zm00001eb285590	salmon			
Zm00001eb285610	green			
Zm00001eb285730	turquoise			
Zm00001eb285770	pink			
Zm00001eb285790	pink			
Zm00001eb285830	pink			
Zm00001eb285900	tan			
Zm00001eb285910	tan			
Zm00001eb285960	pink			
Zm00001eb285980	tan			
Zm00001eb286050	brown			
Zm00001eb286070	salmon			
Zm00001eb286110	turquoise			
Zm00001eb286120	brown			
Zm00001eb286130	turquoise			
Zm00001eb286150	blue			
Zm00001eb286210	green			
Zm00001eb286250	cyan			
Zm00001eb286290	turquoise			
Zm00001eb286300	pink			
Zm00001eb286320	salmon			
Zm00001eb286340	salmon			
Zm00001eb286370	brown			
Zm00001eb286400	turquoise			
Zm00001eb286440	brown			
Zm00001eb286460	green			
Zm00001eb286470	blue			
Zm00001eb286540	green			
Zm00001eb286550	green			
Zm00001eb286610	brown			
Zm00001eb286620	brown			
Zm00001eb286660	pink			
Zm00001eb286760	pink			
Zm00001eb286770	blue			
Zm00001eb286800	turquoise			
Zm00001eb286820	green			
Zm00001eb286830	turquoise			
Zm00001eb286890	salmon			
Zm00001eb286900	turquoise			
Zm00001eb286960	cyan			
Zm00001eb286980	green			
Zm00001eb287000	blue			
Zm00001eb287060	green			
Zm00001eb287070	pink			
Zm00001eb287110	green			
Zm00001eb287150	blue			
Zm00001eb287160	blue			
Zm00001eb287190	blue			
Zm00001eb287200	turquoise			
Zm00001eb287220	turquoise			
Zm00001eb287290	tan			
Zm00001eb287340	blue			
Zm00001eb287350	cyan			
Zm00001eb287400	pink			
Zm00001eb287440	cyan			
Zm00001eb287470	brown			
Zm00001eb287530	turquoise			
Zm00001eb287550	turquoise			
Zm00001eb287630	blue			
Zm00001eb287640	blue			
Zm00001eb287660	blue			
Zm00001eb287690	pink			
Zm00001eb287700	pink			
Zm00001eb287770	turquoise			
Zm00001eb287830	turquoise			
Zm00001eb287870	salmon			
Zm00001eb287890	turquoise			
Zm00001eb288020	salmon			
Zm00001eb288090	brown			
Zm00001eb288100	paleturquoise			
Zm00001eb288110	tan			
Zm00001eb288120	green			
Zm00001eb288180	blue			
Zm00001eb288210	pink			
Zm00001eb288230	blue			
Zm00001eb288240	tan			
Zm00001eb288250	blue			
Zm00001eb288260	paleturquoise			
Zm00001eb288270	turquoise			
Zm00001eb288280	blue			
Zm00001eb288310	brown			
Zm00001eb288360	pink			
Zm00001eb288390	tan			
Zm00001eb288410	turquoise			
Zm00001eb288500	lightsteelblue1			
Zm00001eb288520	turquoise			
Zm00001eb288570	pink			
Zm00001eb288580	turquoise			
Zm00001eb288690	cyan			
Zm00001eb288700	turquoise			
Zm00001eb288710	brown			
Zm00001eb288750	tan			
Zm00001eb288760	brown			
Zm00001eb288770	lightyellow			
Zm00001eb288800	turquoise			
Zm00001eb288820	turquoise			
Zm00001eb288870	turquoise			
Zm00001eb288880	green			
Zm00001eb288910	turquoise			
Zm00001eb288920	turquoise			
Zm00001eb288940	blue			
Zm00001eb288970	cyan			
Zm00001eb289000	green			
Zm00001eb289070	brown			
Zm00001eb289150	turquoise			
Zm00001eb289160	brown			
Zm00001eb289180	lightyellow			
Zm00001eb289190	turquoise			
Zm00001eb289220	pink			
Zm00001eb289250	green			
Zm00001eb289270	blue			
Zm00001eb289280	brown			
Zm00001eb289320	blue			
Zm00001eb289400	brown			
Zm00001eb289430	brown			
Zm00001eb289490	lightyellow			
Zm00001eb289520	brown			
Zm00001eb289550	blue			
Zm00001eb289560	brown			
Zm00001eb289570	turquoise			
Zm00001eb289590	pink			
Zm00001eb289660	tan			
Zm00001eb289710	green			
Zm00001eb289730	blue			
Zm00001eb289740	pink			
Zm00001eb289760	brown			
Zm00001eb289800	blue			
Zm00001eb289810	green			
Zm00001eb289850	cyan			
Zm00001eb289870	green			
Zm00001eb289880	tan			
Zm00001eb289910	pink			
Zm00001eb289920	green			
Zm00001eb289940	brown			
Zm00001eb289950	brown			
Zm00001eb289970	paleturquoise			
Zm00001eb289990	turquoise			
Zm00001eb290110	turquoise			
Zm00001eb290160	brown			
